type,path,size_bytes,size_human,extension,pct_of_parent
dir,"D:\disktree\include",28946,"28.27 KB",,5.38953e-05
dir,"D:\disktree\include\disktree",28946,"28.27 KB",,1
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\dom",28573,"27.90 KB",,0.306275
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\dom",28573,"27.90 KB",,0.306275
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\brotli",27295,"26.66 KB",,0.0495055
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\nlohmann_json",26874,"26.24 KB",,0.0487419
dir,"D:\disktree\build\dev\vcpkg_installed\vcpkg\info",26516,"25.89 KB",,0.886763
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\brotli",24450,"23.88 KB",,0.0464894
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\vcpkg-cmake-config",22978,"22.44 KB",,0.0436906
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\vcpkg-cmake-config",22880,"22.34 KB",,0.0414979
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\detail",21507,"21.00 KB",,0.488329
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\detail",21507,"21.00 KB",,0.488329
dir,"D:\disktree\include\disktree\core",20078,"19.61 KB",,0.693636
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\screen",18304,"17.88 KB",,0.196201
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\screen",18304,"17.88 KB",,0.196201
dir,"D:\disktree\src\core",18099,"17.67 KB",,0.472966
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\httplib",13870,"13.54 KB",,0.0251563
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\httplib",13870,"13.54 KB",,0.0263725
dir,"D:\disktree\build\dev\Testing\Temporary",11957,"11.68 KB",,1
dir,"D:\disktree\build\dev\Testing",11957,"11.68 KB",,2.80575e-05
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\cpp-httplib",11382,"11.12 KB",,0.0216418
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\cpp-httplib",11284,"11.02 KB",,0.020466
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\unofficial-brotli",9750,"9.52 KB",,0.0185387
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\unofficial-brotli",9618,"9.39 KB",,0.0174444
dir,"D:\disktree\include\disktree\utils",7976,"7.79 KB",,0.275548
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\util",7848,"7.66 KB",,0.084123
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\util",7848,"7.66 KB",,0.084123
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\nlohmann_json",5954,"5.81 KB",,0.011321
dir,"D:\disktree\src\export",4577,"4.47 KB",,0.119607
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\matchers\internal",4146,"4.05 KB",,0.0589599
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\matchers\internal",4146,"4.05 KB",,0.0589599
dir,"D:\disktree\src\utils",3291,"3.21 KB",,0.086001
dir,"D:\disktree\tests",3273,"3.20 KB",,6.09408e-06
dir,"D:\disktree\tests\unit",2994,"2.92 KB",,0.914757
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug\lib\pkgconfig",2855,"2.79 KB",,3.29471e-05
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug\lib\pkgconfig",2855,"2.79 KB",,1.89258e-05
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\lib\pkgconfig",2828,"2.76 KB",,0.000483252
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\lib\pkgconfig",2828,"2.76 KB",,2.0164e-05
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\lib\manual-link",2230,"2.18 KB",,0.000381065
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\licenses",1075,"1.05 KB",,0.00194975
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\licenses",1075,"1.05 KB",,0.00204401
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\licenses\httplib",1075,"1.05 KB",,1
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\licenses\httplib",1075,"1.05 KB",,1
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\meta\call_std",908,"908 B",,0.0195323
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\meta\call_std",908,"908 B",,0.0195323
dir,"D:\disktree\include\disktree\export",892,"892 B",,0.030816
dir,"D:\disktree\build\dev\CMakeFiles\ShowIncludes",635,"635 B",,3.02471e-05
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\pkgconfig",160,"160 B",,0.000304225
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\pkgconfig",160,"160 B",,0.000290195
dir,"D:\disktree\vcpkg_installed\vcpkg\updates",0,"0 B",,0
dir,"D:\disktree\tests\fixtures",0,"0 B",,0
dir,"D:\disktree\src\interfaces\tui",0,"0 B",,0
dir,"D:\disktree\src\platform",0,"0 B",,0
dir,"D:\disktree\src\interfaces",0,"0 B",,0
dir,"D:\disktree\src\interfaces\web",0,"0 B",,0
dir,"D:\disktree\benchmarks",0,"0 B",,0
dir,"D:\disktree\include\disktree\interfaces",0,"0 B",,0
dir,"D:\disktree\assets",0,"0 B",,0
dir,"D:\disktree\build\dev\CMakeFiles\4.2.3-msvc3\CompilerIdCXX\tmp",0,"0 B",,0
dir,"D:\disktree\build\dev\vcpkg_installed\vcpkg\updates",0,"0 B",,0
dir,"D:\disktree\include\disktree\platform",0,"0 B",,0
dir,"D:\disktree\include\disktree\interfaces\web",0,"0 B",,0
dir,"D:\disktree\assets\web_dist",0,"0 B",,0
dir,"D:\disktree\build\dev\CMakeFiles\pkgRedirects",0,"0 B",,0
dir,"D:\disktree\tests\integration",0,"0 B",,0
dir,"D:\disktree\include\disktree\interfaces\tui",0,"0 B",,0
