type,path,size_bytes,size_human,extension,pct_of_parent
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\cli11\CLI11Config.cmake",4195,"4.10 KB",".cmake",0.130118
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\cli11\CLI11Config.cmake",4195,"4.10 KB",".cmake",0.130539
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_stringref.hpp",4185,"4.09 KB",".hpp",0.0137916
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_stringref.hpp",4185,"4.09 KB",".hpp",0.0137916
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\interfaces\catch_interfaces_generatortracker.hpp",4171,"4.07 KB",".hpp",0.139915
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\interfaces\catch_interfaces_generatortracker.hpp",4171,"4.07 KB",".hpp",0.139915
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\matchers\internal\catch_matchers_impl.hpp",4146,"4.05 KB",".hpp",1
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\matchers\internal\catch_matchers_impl.hpp",4146,"4.05 KB",".hpp",1
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\abi_macros.hpp",4121,"4.02 KB",".hpp",0.00643575
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\abi_macros.hpp",4121,"4.02 KB",".hpp",0.00643575
file,"D:\disktree\.cache\clangd\index\scanner.hpp.A2CC64DEBDC90D6D.idx",4090,"3.99 KB",".idx",0.0706
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\output\output_adapters.hpp",4069,"3.97 KB",".hpp",0.0351136
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\output\output_adapters.hpp",4069,"3.97 KB",".hpp",0.0351136
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_test_case_info.hpp",4028,"3.93 KB",".hpp",0.00643217
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_test_case_info.hpp",4028,"3.93 KB",".hpp",0.00643217
file,"D:\disktree\build\dev\.cache\clangd\index\catch_stringref.hpp.0482617EED514C1E.idx",4022,"3.93 KB",".idx",0.0107801
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\hash.hpp",4018,"3.92 KB",".hpp",0.0062749
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\hash.hpp",4018,"3.92 KB",".hpp",0.0062749
file,"D:\disktree\vcpkg_installed\vcpkg\info\nlohmann-json_3.12.0_x64-mingw-dynamic.list",3992,"3.90 KB",".list",0.13466
file,"D:\disktree\build\dev\tests\disktree_tests-b12d07c_tests.cmake",3989,"3.90 KB",".cmake",9.87647e-05
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\interfaces\catch_interfaces_capture.hpp",3924,"3.83 KB",".hpp",0.131629
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\interfaces\catch_interfaces_capture.hpp",3924,"3.83 KB",".hpp",0.131629
file,"D:\disktree\build\dev\.cache\clangd\index\catch_test_registry.hpp.F027EBB6EEBA9768.idx",3920,"3.83 KB",".idx",0.0105067
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_floating_point_helpers.hpp",3870,"3.78 KB",".hpp",0.0127535
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_floating_point_helpers.hpp",3870,"3.78 KB",".hpp",0.0127535
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\iterators\json_reverse_iterator.hpp",3863,"3.77 KB",".hpp",0.0901349
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\iterators\json_reverse_iterator.hpp",3863,"3.77 KB",".hpp",0.0901349
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\vcpkg-cmake\vcpkg_cmake_build.cmake",3858,"3.77 KB",".cmake",0.126849
file,"D:\disktree\.cache\clangd\index\main.cpp.FF6A7006B9498521.idx",3858,"3.77 KB",".idx",0.0665953
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\vcpkg-cmake\vcpkg_cmake_build.cmake",3858,"3.77 KB",".cmake",0.126442
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_jsonwriter.hpp",3837,"3.75 KB",".hpp",0.0126448
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_jsonwriter.hpp",3837,"3.75 KB",".hpp",0.0126448
file,"D:\disktree\build\dev\.cache\clangd\index\catch_compare_traits.hpp.AFD305CEF20C9844.idx",3824,"3.73 KB",".idx",0.0102494
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_test_spec.hpp",3824,"3.73 KB",".hpp",0.00610641
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_test_spec.hpp",3824,"3.73 KB",".hpp",0.00610641
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\matchers\catch_matchers_contains.hpp",3714,"3.63 KB",".hpp",0.0528165
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\matchers\catch_matchers_contains.hpp",3714,"3.63 KB",".hpp",0.0528165
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\component\receiver.hpp",3649,"3.56 KB",".hpp",0.0946146
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\component\receiver.hpp",3649,"3.56 KB",".hpp",0.0946146
file,"D:\disktree\build\dev\vcpkg_installed\vcpkg\info\nlohmann-json_3.12.0_x64-windows.list",3625,"3.54 KB",".list",0.13671
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\brotli\shared_dictionary.h",3535,"3.45 KB",".h",0.0647365
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\brotli\shared_dictionary.h",3535,"3.45 KB",".h",0.0647365
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\byte_container_with_subtype.hpp",3535,"3.45 KB",".hpp",0.00370595
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\byte_container_with_subtype.hpp",3535,"3.45 KB",".hpp",0.00370595
file,"D:\disktree\src\export\json_export.cpp",3520,"3.44 KB",".cpp",0.769063
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_optional.hpp",3496,"3.41 KB",".hpp",0.011521
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_optional.hpp",3496,"3.41 KB",".hpp",0.011521
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\generators\catch_generators_range.hpp",3487,"3.41 KB",".hpp",0.113042
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\generators\catch_generators_range.hpp",3487,"3.41 KB",".hpp",0.113042
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\interfaces\catch_interfaces_config.hpp",3443,"3.36 KB",".hpp",0.115494
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\interfaces\catch_interfaces_config.hpp",3443,"3.36 KB",".hpp",0.115494
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_helpers.hpp",3440,"3.36 KB",".hpp",0.0757326
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_helpers.hpp",3440,"3.36 KB",".hpp",0.0757326
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\detail\catch_benchmark_function.hpp",3427,"3.35 KB",".hpp",0.159343
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\detail\catch_benchmark_function.hpp",3427,"3.35 KB",".hpp",0.159343
file,"D:\disktree\.cache\clangd\index\progress.hpp.0FBC52631E23E675.idx",3424,"3.34 KB",".idx",0.0591038
file,"D:\disktree\src\core\index.cpp",3387,"3.31 KB",".cpp",0.187137
file,"D:\disktree\build\dev\.cache\clangd\index\catch_unique_ptr.hpp.05DED338ACFA7BBF.idx",3348,"3.27 KB",".idx",0.00897361
file,"D:\disktree\compile_commands.json",3327,"3.25 KB",".json",6.19463e-06
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\matchers\catch_matchers_floating_point.hpp",3325,"3.25 KB",".hpp",0.0472845
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\matchers\catch_matchers_floating_point.hpp",3325,"3.25 KB",".hpp",0.0472845
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_translate_exception.hpp",3323,"3.25 KB",".hpp",0.00530638
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_translate_exception.hpp",3323,"3.25 KB",".hpp",0.00530638
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\matchers\catch_matchers_string.hpp",3304,"3.23 KB",".hpp",0.0469859
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\matchers\catch_matchers_string.hpp",3304,"3.23 KB",".hpp",0.0469859
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\generators\catch_generators_random.hpp",3297,"3.22 KB",".hpp",0.106882
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\generators\catch_generators_random.hpp",3297,"3.22 KB",".hpp",0.106882
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\httplib\httplibConfigVersion.cmake",3293,"3.22 KB",".cmake",0.237419
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\httplib\httplibConfigVersion.cmake",3293,"3.22 KB",".cmake",0.237419
file,"D:\disktree\.cache\clangd\index\humanize.cpp.AF910563A8327A2E.idx",3282,"3.21 KB",".idx",0.0566526
file,"D:\disktree\include\disktree\utils\thread_pool.hpp",3276,"3.20 KB",".hpp",0.410732
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_random_floating_point_helpers.hpp",3253,"3.18 KB",".hpp",0.0107202
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_random_floating_point_helpers.hpp",3253,"3.18 KB",".hpp",0.0107202
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\iterators\primitive_iterator.hpp",3229,"3.15 KB",".hpp",0.0753418
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\iterators\primitive_iterator.hpp",3229,"3.15 KB",".hpp",0.0753418
file,"D:\disktree\.cache\clangd\index\index.hpp.1DE00EC9C70A6878.idx",3198,"3.12 KB",".idx",0.0552027
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_json.hpp",3193,"3.12 KB",".hpp",0.0702948
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_json.hpp",3193,"3.12 KB",".hpp",0.0702948
file,"D:\disktree\vcpkg_installed\vcpkg\status",3160,"3.09 KB","",0.0951349
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_multi.hpp",3154,"3.08 KB",".hpp",0.0694362
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_multi.hpp",3154,"3.08 KB",".hpp",0.0694362
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\matchers\catch_matchers_container_properties.hpp",3096,"3.02 KB",".hpp",0.0440279
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\matchers\catch_matchers_container_properties.hpp",3096,"3.02 KB",".hpp",0.0440279
file,"D:\disktree\build\dev\vcpkg_installed\vcpkg\status",3094,"3.02 KB","",0.103471
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_compare_traits.hpp",3087,"3.01 KB",".hpp",0.0101731
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_compare_traits.hpp",3087,"3.01 KB",".hpp",0.0101731
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_unique_ptr.hpp",3013,"2.94 KB",".hpp",0.00992928
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_unique_ptr.hpp",3013,"2.94 KB",".hpp",0.00992928
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\component\component_base.hpp",3007,"2.94 KB",".hpp",0.0779682
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\component\component_base.hpp",3007,"2.94 KB",".hpp",0.0779682
file,"D:\disktree\tests\unit\test_humanize.cpp",2994,"2.92 KB",".cpp",1
file,"D:\disktree\build\dev\.cache\clangd\index\catch_result_type.hpp.F57518B61ACA8A90.idx",2988,"2.92 KB",".idx",0.00800871
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_common_base.hpp",2950,"2.88 KB",".hpp",0.0649451
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_common_base.hpp",2950,"2.88 KB",".hpp",0.0649451
file,"D:\disktree\vcpkg_installed\vcpkg\info\ftxui_6.1.9_x64-mingw-dynamic.list",2922,"2.85 KB",".list",0.0985664
file,"D:\disktree\.cache\clangd\index\humanize.hpp.766466EF0B99DBEB.idx",2908,"2.84 KB",".idx",0.0501968
file,"D:\disktree\include\disktree\core\arena.hpp",2907,"2.84 KB",".hpp",0.144785
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\component\animation.hpp",2889,"2.82 KB",".hpp",0.0749086
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\component\animation.hpp",2889,"2.82 KB",".hpp",0.0749086
file,"D:\disktree\build\dev\.cache\clangd\index\catch_assertion_handler.hpp.ED4E887C99B74736.idx",2878,"2.81 KB",".idx",0.00771387
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_streaming_base.hpp",2850,"2.78 KB",".hpp",0.0627435
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_streaming_base.hpp",2850,"2.78 KB",".hpp",0.0627435
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\catch2\Catch2ConfigVersion.cmake",2830,"2.76 KB",".cmake",0.0165516
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\catch2\Catch2ConfigVersion.cmake",2830,"2.76 KB",".cmake",0.0165623
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\zstd\zstdConfigVersion.cmake",2827,"2.76 KB",".cmake",0.0615194
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\zstd\zstdConfigVersion.cmake",2827,"2.76 KB",".cmake",0.0604124
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\ftxui\ftxui-config-version.cmake",2827,"2.76 KB",".cmake",0.0664348
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\ftxui\ftxui-config-version.cmake",2827,"2.76 KB",".cmake",0.0664317
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_debugger.hpp",2750,"2.69 KB",".hpp",0.00906257
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_debugger.hpp",2750,"2.69 KB",".hpp",0.00906257
file,"D:\disktree\.cache\clangd\index\arena.cpp.3EE05DD552F3741A.idx",2718,"2.65 KB",".idx",0.0469171
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_reporter_spec_parser.hpp",2707,"2.64 KB",".hpp",0.00892086
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_reporter_spec_parser.hpp",2707,"2.64 KB",".hpp",0.00892086
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_event_listener.hpp",2671,"2.61 KB",".hpp",0.0588028
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_event_listener.hpp",2671,"2.61 KB",".hpp",0.0588028
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\catch_chronometer.hpp",2668,"2.61 KB",".hpp",0.0605785
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\catch_chronometer.hpp",2668,"2.61 KB",".hpp",0.0605785
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\brotli\types.h",2651,"2.59 KB",".h",0.0485478
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\brotli\types.h",2651,"2.59 KB",".h",0.0485478
file,"D:\disktree\build\dev\vcpkg-manifest-install.log",2648,"2.59 KB",".log",6.21362e-06
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\catch_constructor.hpp",2642,"2.58 KB",".hpp",0.0599882
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\catch_constructor.hpp",2642,"2.58 KB",".hpp",0.0599882
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\dom\table.hpp",2625,"2.56 KB",".hpp",0.09187
file,"D:\disktree\include\disktree\utils\progress.hpp",2625,"2.56 KB",".hpp",0.329112
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\dom\table.hpp",2625,"2.56 KB",".hpp",0.09187
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\json_fwd.hpp",2543,"2.48 KB",".hpp",0.00266598
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\json_fwd.hpp",2543,"2.48 KB",".hpp",0.00266598
file,"D:\disktree\build\dev\vcpkg_installed\vcpkg\info\ftxui_6.1.9_x64-windows.list",2538,"2.48 KB",".list",0.0957158
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\detail\catch_run_for_at_least.hpp",2528,"2.47 KB",".hpp",0.117543
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\detail\catch_run_for_at_least.hpp",2528,"2.47 KB",".hpp",0.117543
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_output_redirect.hpp",2522,"2.46 KB",".hpp",0.0083112
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_output_redirect.hpp",2522,"2.46 KB",".hpp",0.0083112
file,"D:\disktree\src\core\arena.cpp",2505,"2.45 KB",".cpp",0.138405
file,"D:\disktree\include\disktree\core\index.hpp",2464,"2.41 KB",".hpp",0.122721
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\catch2\CatchShardTests.cmake",2457,"2.40 KB",".cmake",0.0143701
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\catch2\CatchShardTests.cmake",2457,"2.40 KB",".cmake",0.0143794
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\catch_optimizer.hpp",2435,"2.38 KB",".hpp",0.0552881
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\catch_optimizer.hpp",2435,"2.38 KB",".hpp",0.0552881
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\screen\screen.hpp",2419,"2.36 KB",".hpp",0.132157
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\screen\screen.hpp",2419,"2.36 KB",".hpp",0.132157
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\interfaces\catch_interfaces_registry_hub.hpp",2329,"2.27 KB",".hpp",0.0781255
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\interfaces\catch_interfaces_registry_hub.hpp",2329,"2.27 KB",".hpp",0.0781255
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\unofficial-brotli\unofficial-brotli-config-debug.cmake",2326,"2.27 KB",".cmake",0.238564
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\dom\node.hpp",2319,"2.26 KB",".hpp",0.0811605
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\dom\node.hpp",2319,"2.26 KB",".hpp",0.0811605
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\CLI\impl\Argv_inl.hpp",2316,"2.26 KB",".hpp",0.0104681
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\CLI\impl\Argv_inl.hpp",2316,"2.26 KB",".hpp",0.0104681
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_console.hpp",2292,"2.24 KB",".hpp",0.050459
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_console.hpp",2292,"2.24 KB",".hpp",0.050459
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\adl_serializer.hpp",2281,"2.23 KB",".hpp",0.00239131
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\adl_serializer.hpp",2281,"2.23 KB",".hpp",0.00239131
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\unofficial-brotli\unofficial-brotli-config-release.cmake",2280,"2.23 KB",".cmake",0.233846
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\unofficial-brotli\unofficial-brotli-config-debug.cmake",2278,"2.22 KB",".cmake",0.236848
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_assertion_handler.hpp",2277,"2.22 KB",".hpp",0.00750381
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_assertion_handler.hpp",2277,"2.22 KB",".hpp",0.00750381
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_test_case_registry_impl.hpp",2246,"2.19 KB",".hpp",0.00740165
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_test_case_registry_impl.hpp",2246,"2.19 KB",".hpp",0.00740165
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\unofficial-brotli\unofficial-brotli-config-release.cmake",2232,"2.18 KB",".cmake",0.232065
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\lib\manual-link\libCatch2Main.a",2230,"2.18 KB",".a",1
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_test_spec_parser.hpp",2219,"2.17 KB",".hpp",0.00731267
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_test_spec_parser.hpp",2219,"2.17 KB",".hpp",0.00731267
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\catch_execution_plan.hpp",2214,"2.16 KB",".hpp",0.0502702
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\catch_execution_plan.hpp",2214,"2.16 KB",".hpp",0.0502702
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_string_manip.hpp",2209,"2.16 KB",".hpp",0.00727971
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_string_manip.hpp",2209,"2.16 KB",".hpp",0.00727971
file,"D:\disktree\build\dev\.cache\clangd\index\catch_enum_info.hpp.1B913EBEC20281CE.idx",2206,"2.15 KB",".idx",0.00591272
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\string_escape.hpp",2170,"2.12 KB",".hpp",0.00338888
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\string_escape.hpp",2170,"2.12 KB",".hpp",0.00338888
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_fatal_condition_handler.hpp",2165,"2.11 KB",".hpp",0.00713471
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_fatal_condition_handler.hpp",2165,"2.11 KB",".hpp",0.00713471
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_container_nonmembers.hpp",2160,"2.11 KB",".hpp",0.00711824
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_container_nonmembers.hpp",2160,"2.11 KB",".hpp",0.00711824
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\meta\detected.hpp",2111,"2.06 KB",".hpp",0.0454105
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\meta\detected.hpp",2111,"2.06 KB",".hpp",0.0454105
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_result_type.hpp",2108,"2.06 KB",".hpp",0.00694687
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_result_type.hpp",2108,"2.06 KB",".hpp",0.00694687
file,"D:\disktree\vcpkg_installed\vcpkg\info\cli11_2.6.2_x64-mingw-dynamic.list",2106,"2.06 KB",".list",0.0710406
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\detail\catch_complete_invoke.hpp",2103,"2.05 KB",".hpp",0.0977821
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\detail\catch_complete_invoke.hpp",2103,"2.05 KB",".hpp",0.0977821
file,"D:\disktree\vcpkg_installed\vcpkg\info\brotli_1.2.0_x64-mingw-dynamic.list",2093,"2.04 KB",".list",0.0706021
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters\catch_reporter_xml.hpp",2090,"2.04 KB",".hpp",0.0460119
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters\catch_reporter_xml.hpp",2090,"2.04 KB",".hpp",0.0460119
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_session.hpp",2084,"2.04 KB",".hpp",0.00332787
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_session.hpp",2084,"2.04 KB",".hpp",0.00332787
file,"D:\disktree\include\disktree\utils\humanize.hpp",2075,"2.03 KB",".hpp",0.260155
file,"D:\disktree\CMakeLists.txt",2059,"2.01 KB",".txt",3.8337e-06
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_random_number_generator.hpp",2055,"2.01 KB",".hpp",0.00677221
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_random_number_generator.hpp",2055,"2.01 KB",".hpp",0.00677221
file,"D:\disktree\include\disktree\core\scanner.hpp",2038,"1.99 KB",".hpp",0.101504
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\catch_benchmark_all.hpp",2029,"1.98 KB",".hpp",0.0460697
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\catch_benchmark_all.hpp",2029,"1.98 KB",".hpp",0.0460697
file,"D:\disktree\build\dev\cmake_install.cmake",2025,"1.98 KB",".cmake",4.75173e-06
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\detail\catch_stats.hpp",1987,"1.94 KB",".hpp",0.0923885
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\detail\catch_stats.hpp",1987,"1.94 KB",".hpp",0.0923885
file,"D:\disktree\build\dev\CMakeFiles\4.2.3-msvc3\CompilerIdCXX\CMakeCXXCompilerId.obj",1984,"1.94 KB",".obj",0.0139235
